0	0	-nan	-44.0186	-nan	0	22.2927
0.01	0.0013818	-21.7259	-44.0186	0	0	22.2927
0.02	0.0027636	-21.726	-44.0186	0	0	22.2926
0.03	0.0041454	-21.7261	-44.0186	0	0	22.2925
0.04	0.00552721	-21.7263	-44.0186	0	0	22.2923
0.05	0.00690903	-21.7265	-44.0186	0	0	22.2921
0.06	0.00829086	-21.7267	-44.0186	0	0	22.2919
0.07	0.00967271	-21.727	-44.0186	0	0	22.2915
0.08	0.0110546	-21.7274	-44.0186	0	0	22.2912
0.09	0.0124364	-21.7278	-44.0186	0	0	22.2908
0.1	0.0138183	-21.7283	-44.0186	0	0	22.2903
0.11	0.0152003	-21.7288	-44.0185	0	0	22.2898
0.12	0.0165822	-21.7293	-44.0185	0	0	22.2892
0.13	0.0179642	-21.7299	-44.0185	0	0	22.2886
0.14	0.0193462	-21.7306	-44.0185	0	0	22.288
0.15	0.0207282	-21.7313	-44.0185	0	0	22.2872
0.16	0.0221103	-21.732	-44.0185	0	0	22.2865
0.17	0.0234924	-21.7328	-44.0185	0	0	22.2857
0.18	0.0248745	-21.7336	-44.0185	0	0	22.2848
0.19	0.0262567	-21.7345	-44.0185	0	0	22.2839
0.2	0.0276389	-21.7355	-44.0184	0	0	22.283
0.21	0.0290212	-21.7365	-44.0184	0	0	22.282
0.22	0.0304035	-21.7375	-44.0184	0	0	22.2809
0.23	0.0317859	-21.7386	-44.0184	0	0	22.2798
0.24	0.0331683	-21.7397	-44.0184	0	0	22.2787
0.25	0.0345507	-21.7409	-44.0184	0	0	22.2775
0.26	0.0359332	-21.7421	-44.0184	0	0	22.2762
0.27	0.0373158	-21.7434	-44.0184	0	0	22.2749
0.28	0.0386984	-21.7447	-44.0183	0	0	22.2736
0.29	0.0400811	-21.7461	-44.0183	0	0	22.2722
0.3	0.0414639	-21.7475	-44.0183	0	0	22.2708
0.31	0.0428467	-21.749	-44.0183	0	0	22.2693
0.32	0.0442296	-21.7505	-44.0183	0	0	22.2677
0.33	0.0456125	-21.7521	-44.0183	0	0	22.2662
0.34	0.0469955	-21.7537	-44.0183	0	0	22.2645
0.35	0.0483786	-21.7554	-44.0182	0	0	22.2628
0.36	0.0497618	-21.7571	-44.0182	0	0	22.2611
0.37	0.051145	-21.7589	-44.0182	0	0	22.2593
0.38	0.0525283	-21.7607	-44.0182	0	0	22.2575
0.39	0.0539117	-21.7626	-44.0182	0	0	22.2556
0.4	0.0552951	-21.7645	-44.0182	0	0	22.2537
0.41	0.0566787	-21.7664	-44.0182	0	0	22.2517
0.42	0.0580623	-21.7685	-44.0181	0	0	22.2497
0.43	0.059446	-21.7705	-44.0181	0	0	22.2476
0.44	0.0608298	-21.7726	-44.0181	0	0	22.2455
0.45	0.0622137	-21.7748	-44.0181	0	0	22.2433
0.46	0.0635976	-21.777	-44.0181	0	0	22.2411
0.47	0.0649817	-21.7792	-44.0181	0	0	22.2388
0.48	0.0663658	-21.7815	-44.018	0	0	22.2365
0.49	0.06775	-21.7839	-44.018	0	0	22.2341
0.5	0.0691343	-21.7863	-44.018	0	0	22.2317
0.51	0.0705188	-21.7887	-44.018	0	0	22.2293
0.52	0.0719033	-21.7912	-44.018	0	0	22.2267
0.53	0.0732879	-21.7938	-44.0179	0	0	22.2242
0.54	0.0746726	-21.7964	-44.0179	0	0	22.2216
0.55	0.0760574	-21.799	-44.0179	0	0	22.2189
0.56	0.0774423	-21.8017	-44.0179	0	0	22.2162
0.57	0.0788272	-21.8044	-44.0179	0	0	22.2134
0.58	0.0802123	-21.8072	-44.0178	0	0	22.2106
0.59	0.0815975	-21.8101	-44.0178	0	0	22.2078
0.6	0.0829828	-21.8129	-44.0178	0	0	22.2049
0.61	0.0843682	-21.8159	-44.0178	0	0	22.2019
0.62	0.0857537	-21.8188	-44.0178	0	0	22.1989
0.63	0.0871393	-21.8219	-44.0177	0	0	22.1959
0.64	0.088525	-21.825	-44.0177	0	0	22.1928
0.65	0.0899108	-21.8281	-44.0177	0	0	22.1896
0.66	0.0912967	-21.8313	-44.0177	0	0	22.1864
0.67	0.0926827	-21.8345	-44.0176	0	0	22.1832
0.68	0.0940688	-21.8378	-44.0176	0	0	22.1799
0.69	0.095455	-21.8411	-44.0176	0	0	22.1765
0.7	0.0968413	-21.8444	-44.0176	0	0	22.1731
0.71	0.0982277	-21.8479	-44.0175	0	0	22.1697
0.72	0.0996142	-21.8513	-44.0175	0	0	22.1662
0.73	0.101001	-21.8548	-44.0175	0	0	22.1627
0.74	0.102388	-21.8584	-44.0175	0	0	22.1591
0.75	0.103774	-21.862	-44.0174	0	0	22.1554
0.76	0.105161	-21.8657	-44.0174	0	0	22.1518
0.77	0.106548	-21.8694	-44.0174	0	0	22.148
0.78	0.107935	-21.8731	-44.0174	0	0	22.1442
0.79	0.109323	-21.8769	-44.0173	0	0	22.1404
0.8	0.11071	-21.8808	-44.0173	0	0	22.1365
0.81	0.112097	-21.8847	-44.0173	0	0	22.1326
0.82	0.113485	-21.8886	-44.0172	0	0	22.1286
0.83	0.114873	-21.8926	-44.0172	0	0	22.1246
0.84	0.11626	-21.8967	-44.0172	0	0	22.1205
0.85	0.117648	-21.9008	-44.0172	0	0	22.1164
0.86	0.119036	-21.9049	-44.0171	0	0	22.1122
0.87	0.120424	-21.9091	-44.0171	0	0	22.108
0.88	0.121812	-21.9133	-44.0171	0	0	22.1037
0.89	0.1232	-21.9176	-44.017	0	0	22.0994
0.9	0.124588	-21.922	-44.017	0	0	22.095
0.91	0.125977	-21.9264	-44.017	0	0	22.0906
0.92	0.127365	-21.9308	-44.0169	0	0	22.0861
0.93	0.128754	-21.9353	-44.0169	0	0	22.0816
0.94	0.130142	-21.9398	-44.0169	0	0	22.0771
0.95	0.131531	-21.9444	-44.0168	0	0	22.0724
0.96	0.13292	-21.949	-44.0168	0	0	22.0678
0.97	0.134308	-21.9537	-44.0167	0	0	22.0631
0.98	0.135697	-21.9584	-44.0167	0	0	22.0583
0.99	0.137086	-21.9632	-44.0167	0	0	22.0535
1	0.138475	-21.968	-44.0166	0	0	22.0486
1.01	0.139864	-21.9729	-44.0166	0	0	22.0437
1.02	0.141254	-21.9778	-44.0166	0	0	22.0388
1.03	0.142643	-21.9827	-44.0165	0	0	22.0338
1.04	0.144032	-21.9877	-44.0165	0	0	22.0287
1.05	0.145421	-21.9928	-44.0164	0	0	22.0236
1.06	0.146811	-21.9979	-44.0164	0	0	22.0185
1.07	0.1482	-22.0031	-44.0163	0	0	22.0133
1.08	0.14959	-22.0083	-44.0163	0	0	22.008
1.09	0.150979	-22.0135	-44.0163	0	0	22.0027
1.1	0.152369	-22.0188	-44.0162	0	0	21.9974
1.11	0.153758	-22.0242	-44.0162	0	0	21.992
1.12	0.155148	-22.0296	-44.0161	0	0	21.9865
1.13	0.156537	-22.035	-44.0161	0	0	21.9811
1.14	0.157927	-22.0405	-44.016	0	0	21.9755
1.15	0.159317	-22.0461	-44.016	0	0	21.9699
1.16	0.160706	-22.0516	-44.0159	0	0	21.9643
1.17	0.162096	-22.0573	-44.0159	0	0	21.9586
1.18	0.163486	-22.063	-44.0158	0	0	21.9529
1.19	0.164876	-22.0687	-44.0158	0	0	21.9471
1.2	0.166265	-22.0745	-44.0157	0	0	21.9412
1.21	0.167655	-22.0803	-44.0157	0	0	21.9354
1.22	0.169045	-22.0862	-44.0156	0	0	21.9294
1.23	0.170434	-22.0921	-44.0156	0	0	21.9234
1.24	0.171824	-22.0981	-44.0155	0	0	21.9174
1.25	0.173213	-22.1041	-44.0155	0	0	21.9113
1.26	0.174603	-22.1102	-44.0154	0	0	21.9052
1.27	0.175993	-22.1163	-44.0153	0	0	21.899
1.28	0.177382	-22.1225	-44.0153	0	0	21.8928
1.29	0.178772	-22.1287	-44.0152	0	0	21.8865
1.3	0.180161	-22.135	-44.0152	0	0	21.8802
1.31	0.18155	-22.1413	-44.0151	0	0	21.8738
